"","index","airport_latitude","airport_longitude","X","MONTH","DAY","DAY_OF_WEEK","AIRLINE","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY"
"906",905,40.63980103,-73.77890015,77199,1,22,4,"DL","SEA","JFK",644,638,-6,2240,2239,-1
"907",906,42.2123985290527,-83.353401184082,77213,1,22,4,"DL","SEA","DTW",605,558,-7,2255,2254,-1
"908",907,33.6366996765137,-84.4281005859375,77224,1,22,4,"DL","SEA","ATL",642,646,4,2305,2308,3
"909",908,32.896800994873,-97.0380020141602,77238,1,22,4,"AA","SEA","DFW",527,522,-5,2350,2346,-4
"910",909,25.7931995391846,-80.2906036376953,77240,1,22,4,"AA","SEA","MIA",826,838,12,2355,2349,-6
"911",910,44.8819999695,-93.2218017578,77250,1,23,5,"DL","SEA","MSP",606,555,-11,55,54,-1
"912",911,32.896800994873,-97.0380020141602,77307,1,23,5,"AA","SEA","DFW",1150,1136,-14,559,555,-4
"913",912,42.2123985290527,-83.353401184082,77363,1,23,5,"DL","SEA","DTW",1312,1313,1,600,608,8
"914",913,40.7883987426758,-111.977996826172,77376,1,23,5,"DL","SEA","SLC",859,853,-6,600,557,-3
"915",914,33.6366996765137,-84.4281005859375,77437,1,23,5,"DL","SEA","ATL",1357,1355,-2,620,624,4
"916",915,40.63980103,-73.77890015,77562,1,23,5,"AA","SEA","JFK",1517,1505,-12,700,651,-9
"917",916,32.896800994873,-97.0380020141602,77569,1,23,5,"AA","SEA","DFW",1249,1247,-2,700,659,-1
"918",917,44.8819999695,-93.2218017578,77637,1,23,5,"DL","SEA","MSP",1226,1225,-1,707,707,0
"919",918,40.63980103,-73.77890015,77653,1,23,5,"DL","SEA","JFK",1522,1511,-11,712,707,-5
"920",919,40.7883987426758,-111.977996826172,77723,1,23,5,"DL","SEA","SLC",1025,1008,-17,725,723,-2
"921",920,21.3187007904053,-157.921997070312,77881,1,23,5,"DL","SEA","HNL",1222,1313,51,805,806,1
"922",921,32.896800994873,-97.0380020141602,78069,1,23,5,"AA","SEA","DFW",1435,1423,-12,848,844,-4
"923",922,41.97859955,-87.90480042,78085,1,23,5,"AA","SEA","ORD",1447,1440,-7,851,845,-6
"924",923,44.8819999695,-93.2218017578,78144,1,23,5,"DL","SEA","MSP",1421,1423,2,905,923,18
"925",924,33.6366996765137,-84.4281005859375,78152,1,23,5,"DL","SEA","ATL",1650,1642,-8,909,906,-3
"926",925,42.2123985290527,-83.353401184082,78268,1,23,5,"DL","SEA","DTW",1654,1651,-3,942,941,-1
"927",926,40.7883987426758,-111.977996826172,78412,1,23,5,"DL","SEA","SLC",1315,1317,2,1023,1037,14
"928",927,40.63980103,-73.77890015,78615,1,23,5,"DL","SEA","JFK",1920,1927,7,1115,1121,6
"929",928,32.896800994873,-97.0380020141602,78652,1,23,5,"AA","SEA","DFW",1711,1703,-8,1128,1124,-4
"930",929,61.1744003295898,-149.996002197266,78739,1,23,5,"DL","SEA","ANC",1423,1411,-12,1145,1136,-9
"931",930,41.97859955,-87.90480042,78749,1,23,5,"AA","SEA","ORD",1750,1753,3,1150,1151,1
"932",931,33.6366996765137,-84.4281005859375,78899,1,23,5,"DL","SEA","ATL",2001,2013,12,1220,1218,-2
"933",932,33.94250107,-118.4079971,78952,1,23,5,"DL","SEA","LAX",1505,1455,-10,1233,1229,-4
"934",933,44.8819999695,-93.2218017578,79038,1,23,5,"DL","SEA","MSP",1821,1831,10,1300,1300,0
"935",934,40.7883987426758,-111.977996826172,79113,1,23,5,"DL","SEA","SLC",1614,1609,-5,1320,1319,-1
"936",935,42.2123985290527,-83.353401184082,79241,1,23,5,"DL","SEA","DTW",2049,2058,9,1350,1349,-1
"937",936,20.8985996246338,-156.429992675781,79275,1,23,5,"DL","SEA","OGG",1802,1847,45,1359,1441,42
"938",937,32.896800994873,-97.0380020141602,79322,1,23,5,"AA","SEA","DFW",1950,1943,-7,1406,1405,-1
"939",938,33.6366996765137,-84.4281005859375,79384,1,23,5,"DL","SEA","ATL",2206,2214,8,1427,1437,10
"940",939,41.97859955,-87.90480042,79419,1,23,5,"AA","SEA","ORD",2030,2024,-6,1437,1432,-5
"941",940,61.1744003295898,-149.996002197266,79509,1,23,5,"DL","SEA","ANC",1735,1731,-4,1500,1458,-2
"942",941,44.8819999695,-93.2218017578,79697,1,23,5,"DL","SEA","MSP",2058,2119,21,1545,1604,19
"943",942,32.896800994873,-97.0380020141602,79712,1,23,5,"AA","SEA","DFW",2130,2121,-9,1551,1544,-7
"944",943,40.7883987426758,-111.977996826172,79829,1,23,5,"DL","SEA","SLC",1915,1905,-10,1622,1617,-5
"945",944,40.7883987426758,-111.977996826172,80261,1,23,5,"DL","SEA","SLC",2058,2048,-10,1805,1801,-4
"946",945,21.3187007904053,-157.921997070312,80341,1,23,5,"DL","SEA","HNL",2243,2253,10,1830,1824,-6
"947",946,61.1744003295898,-149.996002197266,80787,1,23,5,"DL","SEA","ANC",2337,2331,-6,2057,2052,-5
"948",947,40.63980103,-73.77890015,80945,1,23,5,"DL","SEA","JFK",644,640,-4,2240,2237,-3
"949",948,33.6366996765137,-84.4281005859375,80968,1,23,5,"DL","SEA","ATL",642,632,-10,2305,2308,3
"950",949,32.896800994873,-97.0380020141602,80984,1,23,5,"AA","SEA","DFW",527,519,-8,2350,2347,-3
"951",950,25.7931995391846,-80.2906036376953,80987,1,23,5,"AA","SEA","MIA",826,827,1,2355,2354,-1
"952",951,42.2123985290527,-83.353401184082,80989,1,23,5,"DL","SEA","DTW",711,654,-17,2359,2358,-1
"953",952,44.8819999695,-93.2218017578,80999,1,24,6,"DL","SEA","MSP",605,556,-9,55,50,-5
"954",953,32.896800994873,-97.0380020141602,81044,1,24,6,"AA","SEA","DFW",1150,1140,-10,559,558,-1
"955",954,33.94250107,-118.4079971,81173,1,24,6,"DL","SEA","LAX",907,845,-22,630,626,-4
"956",955,40.63980103,-73.77890015,81254,1,24,6,"AA","SEA","JFK",1517,1459,-18,700,656,-4
"957",956,32.896800994873,-97.0380020141602,81261,1,24,6,"AA","SEA","DFW",1249,1238,-11,700,654,-6
"958",957,42.2123985290527,-83.353401184082,81275,1,24,6,"DL","SEA","DTW",1415,1350,-25,700,656,-4
"959",958,44.8819999695,-93.2218017578,81319,1,24,6,"DL","SEA","MSP",1225,1204,-21,707,703,-4
"960",959,40.63980103,-73.77890015,81334,1,24,6,"DL","SEA","JFK",1521,1546,25,712,715,3
"961",960,40.7883987426758,-111.977996826172,81385,1,24,6,"DL","SEA","SLC",1023,1012,-11,725,724,-1
"962",961,21.3187007904053,-157.921997070312,81515,1,24,6,"DL","SEA","HNL",1219,1227,8,805,802,-3
"963",962,32.896800994873,-97.0380020141602,81675,1,24,6,"AA","SEA","DFW",1435,1442,7,848,841,-7
"964",963,33.6366996765137,-84.4281005859375,81754,1,24,6,"DL","SEA","ATL",1650,1640,-10,909,916,7
"965",964,44.8819999695,-93.2218017578,81849,1,24,6,"DL","SEA","MSP",1455,1435,-20,942,937,-5
"966",965,40.7883987426758,-111.977996826172,81915,1,24,6,"DL","SEA","SLC",1251,1240,-11,1000,958,-2
"967",966,40.63980103,-73.77890015,82117,1,24,6,"DL","SEA","JFK",1920,1935,15,1115,1126,11
"968",967,32.896800994873,-97.0380020141602,82149,1,24,6,"AA","SEA","DFW",1711,1724,13,1128,1141,13
"969",968,42.2123985290527,-83.353401184082,82203,1,24,6,"DL","SEA","DTW",1850,1833,-17,1140,1136,-4
"970",969,61.1744003295898,-149.996002197266,82218,1,24,6,"DL","SEA","ANC",1423,1417,-6,1145,1137,-8
"971",970,41.97859955,-87.90480042,82226,1,24,6,"AA","SEA","ORD",1750,1749,-1,1150,1145,-5
"972",971,33.6366996765137,-84.4281005859375,82340,1,24,6,"DL","SEA","ATL",2001,1942,-19,1220,1219,-1
"973",972,33.94250107,-118.4079971,82397,1,24,6,"DL","SEA","LAX",1505,1511,6,1234,1223,-11
"974",973,40.7883987426758,-111.977996826172,82530,1,24,6,"DL","SEA","SLC",1609,1639,30,1315,1351,36
"975",974,44.8819999695,-93.2218017578,82602,1,24,6,"DL","SEA","MSP",1858,1854,-4,1340,1351,11
"976",975,20.8985996246338,-156.429992675781,82665,1,24,6,"DL","SEA","OGG",1802,1839,37,1359,1358,-1
"977",976,32.896800994873,-97.0380020141602,82702,1,24,6,"AA","SEA","DFW",1950,1935,-15,1406,1403,-3
"978",977,33.6366996765137,-84.4281005859375,82743,1,24,6,"DL","SEA","ATL",2204,2136,-28,1425,1419,-6
"979",978,41.97859955,-87.90480042,82772,1,24,6,"AA","SEA","ORD",2030,2005,-25,1437,1429,-8
"980",979,32.896800994873,-97.0380020141602,82993,1,24,6,"AA","SEA","DFW",2130,2208,38,1551,1639,48
"981",980,40.7883987426758,-111.977996826172,83090,1,24,6,"DL","SEA","SLC",1917,1904,-13,1625,1619,-6
"982",981,61.1744003295898,-149.996002197266,83386,1,24,6,"DL","SEA","ANC",2048,2039,-9,1810,1809,-1
"983",982,21.3187007904053,-157.921997070312,83425,1,24,6,"DL","SEA","HNL",2242,2253,11,1830,1819,-11
"984",983,33.94250107,-118.4079971,83540,1,24,6,"DL","SEA","LAX",2150,2130,-20,1920,1911,-9
"985",984,33.6366996765137,-84.4281005859375,83861,1,24,6,"DL","SEA","ATL",641,616,-25,2305,2301,-4
"986",985,32.896800994873,-97.0380020141602,83870,1,24,6,"AA","SEA","DFW",527,544,17,2350,2357,7
"987",986,25.7931995391846,-80.2906036376953,83874,1,24,6,"AA","SEA","MIA",826,823,-3,2355,2353,-2
"988",987,42.2123985290527,-83.353401184082,83876,1,24,6,"DL","SEA","DTW",711,701,-10,2359,2353,-6
"989",988,44.8819999695,-93.2218017578,83884,1,25,7,"DL","SEA","MSP",606,553,-13,55,54,-1
"990",989,32.896800994873,-97.0380020141602,83922,1,25,7,"AA","SEA","DFW",1150,1134,-16,559,555,-4
"991",990,42.2123985290527,-83.353401184082,83944,1,25,7,"DL","SEA","DTW",1312,1303,-9,600,555,-5
"992",991,40.7883987426758,-111.977996826172,83954,1,25,7,"DL","SEA","SLC",859,853,-6,600,558,-2
"993",992,33.6366996765137,-84.4281005859375,84012,1,25,7,"DL","SEA","ATL",1357,1424,27,620,655,35
"994",993,40.63980103,-73.77890015,84112,1,25,7,"AA","SEA","JFK",1517,1455,-22,700,653,-7
"995",994,32.896800994873,-97.0380020141602,84119,1,25,7,"AA","SEA","DFW",1249,1249,0,700,654,-6
"996",995,44.8819999695,-93.2218017578,84179,1,25,7,"DL","SEA","MSP",1226,1205,-21,707,709,2
"997",996,40.63980103,-73.77890015,84192,1,25,7,"DL","SEA","JFK",1522,1518,-4,712,711,-1
"998",997,40.7883987426758,-111.977996826172,84241,1,25,7,"DL","SEA","SLC",1025,1024,-1,725,722,-3
"999",998,21.3187007904053,-157.921997070312,84386,1,25,7,"DL","SEA","HNL",1222,1207,-15,805,756,-9
"1000",999,32.896800994873,-97.0380020141602,84547,1,25,7,"AA","SEA","DFW",1435,1423,-12,848,844,-4
"1001",1000,41.97859955,-87.90480042,84559,1,25,7,"AA","SEA","ORD",1447,1450,3,851,849,-2
"1002",1001,44.8819999695,-93.2218017578,84620,1,25,7,"DL","SEA","MSP",1421,1408,-13,905,904,-1
"1003",1002,33.6366996765137,-84.4281005859375,84627,1,25,7,"DL","SEA","ATL",1650,1631,-19,909,909,0
"1004",1003,42.2123985290527,-83.353401184082,84739,1,25,7,"DL","SEA","DTW",1654,1651,-3,942,949,7
"1005",1004,40.7883987426758,-111.977996826172,84879,1,25,7,"DL","SEA","SLC",1315,1307,-8,1023,1020,-3
"1006",1005,40.63980103,-73.77890015,85076,1,25,7,"DL","SEA","JFK",1920,1924,4,1115,1121,6
"1007",1006,32.896800994873,-97.0380020141602,85115,1,25,7,"AA","SEA","DFW",1711,1719,8,1128,1125,-3
"1008",1007,61.1744003295898,-149.996002197266,85199,1,25,7,"DL","SEA","ANC",1423,1415,-8,1145,1139,-6
"1009",1008,41.97859955,-87.90480042,85208,1,25,7,"AA","SEA","ORD",1750,1807,17,1150,1206,16
"1010",1009,33.6366996765137,-84.4281005859375,85357,1,25,7,"DL","SEA","ATL",2001,2007,6,1220,1227,7
"1011",1010,33.94250107,-118.4079971,85408,1,25,7,"DL","SEA","LAX",1505,1505,0,1233,1233,0
"1012",1011,44.8819999695,-93.2218017578,85504,1,25,7,"DL","SEA","MSP",1821,1800,-21,1300,1301,1
"1013",1012,40.7883987426758,-111.977996826172,85572,1,25,7,"DL","SEA","SLC",1614,1613,-1,1320,1319,-1
"1014",1013,42.2123985290527,-83.353401184082,85698,1,25,7,"DL","SEA","DTW",2049,2121,32,1350,1406,16
"1015",1014,20.8985996246338,-156.429992675781,85730,1,25,7,"DL","SEA","OGG",1802,1806,4,1359,1402,3
"1016",1015,32.896800994873,-97.0380020141602,85777,1,25,7,"AA","SEA","DFW",1950,1950,0,1406,1408,2
"1017",1016,33.6366996765137,-84.4281005859375,85839,1,25,7,"DL","SEA","ATL",2206,2145,-21,1427,1426,-1
"1018",1017,41.97859955,-87.90480042,85874,1,25,7,"AA","SEA","ORD",2030,2020,-10,1437,1435,-2
"1019",1018,61.1744003295898,-149.996002197266,85972,1,25,7,"DL","SEA","ANC",1735,1756,21,1500,1520,20
"1020",1019,44.8819999695,-93.2218017578,86143,1,25,7,"DL","SEA","MSP",2058,2028,-30,1545,1539,-6
"1021",1020,32.896800994873,-97.0380020141602,86163,1,25,7,"AA","SEA","DFW",2130,2123,-7,1551,1546,-5
"1022",1021,40.7883987426758,-111.977996826172,86279,1,25,7,"DL","SEA","SLC",1915,1917,2,1622,1616,-6
"1023",1022,40.7883987426758,-111.977996826172,86712,1,25,7,"DL","SEA","SLC",2058,2051,-7,1805,1800,-5
"1024",1023,21.3187007904053,-157.921997070312,86789,1,25,7,"DL","SEA","HNL",2243,2229,-14,1830,1827,-3
"1025",1024,61.1744003295898,-149.996002197266,87236,1,25,7,"DL","SEA","ANC",2337,2331,-6,2057,2047,-10
"1026",1025,40.63980103,-73.77890015,87396,1,25,7,"DL","SEA","JFK",644,637,-7,2240,2243,3
"1027",1026,42.2123985290527,-83.353401184082,87411,1,25,7,"DL","SEA","DTW",605,559,-6,2255,2303,8
"1028",1027,33.6366996765137,-84.4281005859375,87422,1,25,7,"DL","SEA","ATL",642,642,0,2305,2315,10
"1029",1028,32.896800994873,-97.0380020141602,87436,1,25,7,"AA","SEA","DFW",527,600,33,2350,2358,8
"1030",1029,25.7931995391846,-80.2906036376953,87438,1,25,7,"AA","SEA","MIA",826,850,24,2355,2353,-2
"1031",1030,44.8819999695,-93.2218017578,87449,1,26,1,"DL","SEA","MSP",606,608,2,55,108,13
"1032",1031,32.896800994873,-97.0380020141602,87506,1,26,1,"AA","SEA","DFW",1150,1138,-12,559,557,-2
"1033",1032,42.2123985290527,-83.353401184082,87540,1,26,1,"DL","SEA","DTW",1312,1313,1,600,608,8
"1034",1033,40.7883987426758,-111.977996826172,87553,1,26,1,"DL","SEA","SLC",859,849,-10,600,556,-4
"1035",1034,33.6366996765137,-84.4281005859375,87634,1,26,1,"DL","SEA","ATL",1357,1337,-20,620,620,0
"1036",1035,40.63980103,-73.77890015,87762,1,26,1,"AA","SEA","JFK",1517,NA,NA,700,NA,NA
"1037",1036,32.896800994873,-97.0380020141602,87769,1,26,1,"AA","SEA","DFW",1249,1240,-9,700,657,-3
"1038",1037,44.8819999695,-93.2218017578,87838,1,26,1,"DL","SEA","MSP",1226,1211,-15,707,705,-2
"1039",1038,40.63980103,-73.77890015,87854,1,26,1,"DL","SEA","JFK",1522,1525,3,712,705,-7
"1040",1039,40.7883987426758,-111.977996826172,87924,1,26,1,"DL","SEA","SLC",1025,1025,0,725,717,-8
"1041",1040,21.3187007904053,-157.921997070312,88089,1,26,1,"DL","SEA","HNL",1222,1220,-2,805,759,-6
"1042",1041,32.896800994873,-97.0380020141602,88269,1,26,1,"AA","SEA","DFW",1435,1421,-14,848,848,0
"1043",1042,41.97859955,-87.90480042,88285,1,26,1,"AA","SEA","ORD",1447,1444,-3,851,849,-2
"1044",1043,44.8819999695,-93.2218017578,88346,1,26,1,"DL","SEA","MSP",1421,1410,-11,905,907,2
"1045",1044,33.6366996765137,-84.4281005859375,88353,1,26,1,"DL","SEA","ATL",1650,1642,-8,909,912,3
"1046",1045,42.2123985290527,-83.353401184082,88473,1,26,1,"DL","SEA","DTW",1654,1638,-16,942,946,4
"1047",1046,40.7883987426758,-111.977996826172,88616,1,26,1,"DL","SEA","SLC",1315,1331,16,1023,1027,4
"1048",1047,40.63980103,-73.77890015,88817,1,26,1,"DL","SEA","JFK",1920,NA,NA,1115,NA,NA
"1049",1048,32.896800994873,-97.0380020141602,88854,1,26,1,"AA","SEA","DFW",1711,1814,63,1128,1229,61
"1050",1049,61.1744003295898,-149.996002197266,88940,1,26,1,"DL","SEA","ANC",1423,1428,5,1145,1143,-2
"1051",1050,41.97859955,-87.90480042,88951,1,26,1,"AA","SEA","ORD",1750,1748,-2,1150,1146,-4
"1052",1051,33.6366996765137,-84.4281005859375,89105,1,26,1,"DL","SEA","ATL",2001,1938,-23,1220,1220,0
"1053",1052,33.94250107,-118.4079971,89155,1,26,1,"DL","SEA","LAX",1505,1506,1,1233,1230,-3
"1054",1053,44.8819999695,-93.2218017578,89250,1,26,1,"DL","SEA","MSP",1821,1759,-22,1300,1258,-2
"1055",1054,40.7883987426758,-111.977996826172,89319,1,26,1,"DL","SEA","SLC",1614,1719,65,1320,1422,62
"1056",1055,42.2123985290527,-83.353401184082,89444,1,26,1,"DL","SEA","DTW",2049,2042,-7,1350,1345,-5
"1057",1056,20.8985996246338,-156.429992675781,89476,1,26,1,"DL","SEA","OGG",1802,1815,13,1359,1356,-3
"1058",1057,32.896800994873,-97.0380020141602,89526,1,26,1,"AA","SEA","DFW",1950,1947,-3,1406,1400,-6
"1059",1058,33.6366996765137,-84.4281005859375,89587,1,26,1,"DL","SEA","ATL",2206,2141,-25,1427,1425,-2
"1060",1059,41.97859955,-87.90480042,89622,1,26,1,"AA","SEA","ORD",2030,2025,-5,1437,1433,-4
"1061",1060,61.1744003295898,-149.996002197266,89720,1,26,1,"DL","SEA","ANC",1735,1723,-12,1500,1458,-2
"1062",1061,44.8819999695,-93.2218017578,89900,1,26,1,"DL","SEA","MSP",2058,2049,-9,1545,1542,-3
"1063",1062,32.896800994873,-97.0380020141602,89913,1,26,1,"AA","SEA","DFW",2130,2141,11,1551,1605,14
"1064",1063,40.7883987426758,-111.977996826172,90031,1,26,1,"DL","SEA","SLC",1915,1914,-1,1622,1616,-6
"1065",1064,40.7883987426758,-111.977996826172,90463,1,26,1,"DL","SEA","SLC",2058,2100,2,1805,1800,-5
"1066",1065,21.3187007904053,-157.921997070312,90540,1,26,1,"DL","SEA","HNL",2243,2233,-10,1830,1829,-1
"1067",1066,61.1744003295898,-149.996002197266,90984,1,26,1,"DL","SEA","ANC",2337,2313,-24,2057,2050,-7
"1068",1067,40.63980103,-73.77890015,91142,1,26,1,"DL","SEA","JFK",644,NA,NA,2240,NA,NA
"1069",1068,42.2123985290527,-83.353401184082,91156,1,26,1,"DL","SEA","DTW",605,547,-18,2255,2251,-4
"1070",1069,33.6366996765137,-84.4281005859375,91166,1,26,1,"DL","SEA","ATL",641,621,-20,2305,2308,3
"1071",1070,32.896800994873,-97.0380020141602,91180,1,26,1,"AA","SEA","DFW",527,512,-15,2350,2338,-12
"1072",1071,25.7931995391846,-80.2906036376953,91182,1,26,1,"AA","SEA","MIA",826,816,-10,2355,2344,-11
"1073",1072,44.8819999695,-93.2218017578,91192,1,27,2,"DL","SEA","MSP",606,549,-17,55,53,-2
"1074",1073,32.896800994873,-97.0380020141602,91247,1,27,2,"AA","SEA","DFW",1150,1122,-28,559,548,-11
"1075",1074,40.7883987426758,-111.977996826172,91274,1,27,2,"DL","SEA","SLC",859,847,-12,600,548,-12
"1076",1075,42.2123985290527,-83.353401184082,91304,1,27,2,"DL","SEA","DTW",1312,1258,-14,600,556,-4
"1077",1076,33.6366996765137,-84.4281005859375,91376,1,27,2,"DL","SEA","ATL",1357,1339,-18,620,620,0
"1078",1077,40.63980103,-73.77890015,91502,1,27,2,"AA","SEA","JFK",1517,NA,NA,700,NA,NA
"1079",1078,32.896800994873,-97.0380020141602,91509,1,27,2,"AA","SEA","DFW",1249,1250,1,700,657,-3
"1080",1079,44.8819999695,-93.2218017578,91573,1,27,2,"DL","SEA","MSP",1226,1206,-20,707,706,-1
"1081",1080,40.63980103,-73.77890015,91588,1,27,2,"DL","SEA","JFK",1522,NA,NA,712,NA,NA
"1082",1081,40.7883987426758,-111.977996826172,91658,1,27,2,"DL","SEA","SLC",1025,1026,1,725,734,9
"1083",1082,32.896800994873,-97.0380020141602,91991,1,27,2,"AA","SEA","DFW",1435,1418,-17,848,839,-9
"1084",1083,41.97859955,-87.90480042,92005,1,27,2,"AA","SEA","ORD",1447,1426,-21,851,843,-8
"1085",1084,44.8819999695,-93.2218017578,92067,1,27,2,"DL","SEA","MSP",1421,1408,-13,905,900,-5
"1086",1085,33.6366996765137,-84.4281005859375,92074,1,27,2,"DL","SEA","ATL",1650,1650,0,909,933,24
"1087",1086,42.2123985290527,-83.353401184082,92187,1,27,2,"DL","SEA","DTW",1654,1633,-21,942,937,-5
"1088",1087,40.7883987426758,-111.977996826172,92325,1,27,2,"DL","SEA","SLC",1315,1312,-3,1023,1018,-5
"1089",1088,40.63980103,-73.77890015,92516,1,27,2,"DL","SEA","JFK",1920,NA,NA,1115,NA,NA
"1090",1089,32.896800994873,-97.0380020141602,92550,1,27,2,"AA","SEA","DFW",1711,1711,0,1128,1126,-2
"1091",1090,61.1744003295898,-149.996002197266,92629,1,27,2,"DL","SEA","ANC",1423,1413,-10,1145,1138,-7
"1092",1091,41.97859955,-87.90480042,92639,1,27,2,"AA","SEA","ORD",1750,1723,-27,1150,1138,-12
"1093",1092,33.6366996765137,-84.4281005859375,92773,1,27,2,"DL","SEA","ATL",2001,1956,-5,1220,1220,0
"1094",1093,33.94250107,-118.4079971,92823,1,27,2,"DL","SEA","LAX",1505,1513,8,1233,1242,9
"1095",1094,44.8819999695,-93.2218017578,92906,1,27,2,"DL","SEA","MSP",1821,1805,-16,1300,1303,3
"1096",1095,40.7883987426758,-111.977996826172,92976,1,27,2,"DL","SEA","SLC",1614,1627,13,1320,1328,8
"1097",1096,42.2123985290527,-83.353401184082,93101,1,27,2,"DL","SEA","DTW",2049,2040,-9,1350,1347,-3
"1098",1097,20.8985996246338,-156.429992675781,93129,1,27,2,"DL","SEA","OGG",1802,1813,11,1359,1358,-1
"1099",1098,32.896800994873,-97.0380020141602,93169,1,27,2,"AA","SEA","DFW",1950,1943,-7,1406,1359,-7
"1100",1099,33.6366996765137,-84.4281005859375,93227,1,27,2,"DL","SEA","ATL",2206,2143,-23,1427,1420,-7
"1101",1100,41.97859955,-87.90480042,93259,1,27,2,"AA","SEA","ORD",2030,1956,-34,1437,1424,-13
"1102",1101,61.1744003295898,-149.996002197266,93345,1,27,2,"DL","SEA","ANC",1735,1750,15,1500,1527,27
"1103",1102,44.8819999695,-93.2218017578,93505,1,27,2,"DL","SEA","MSP",2058,2039,-19,1545,1538,-7
"1104",1103,32.896800994873,-97.0380020141602,93524,1,27,2,"AA","SEA","DFW",2130,2114,-16,1551,1542,-9
"1105",1104,40.7883987426758,-111.977996826172,93825,1,27,2,"DL","SEA","SLC",2009,1957,-12,1715,1709,-6
"1106",1105,21.3187007904053,-157.921997070312,94099,1,27,2,"DL","SEA","HNL",2243,2249,6,1830,1827,-3
"1107",1106,40.63980103,-73.77890015,94633,1,27,2,"DL","SEA","JFK",644,631,-13,2240,2238,-2
"1108",1107,42.2123985290527,-83.353401184082,94640,1,27,2,"DL","SEA","DTW",605,554,-11,2255,2252,-3
"1109",1108,33.6366996765137,-84.4281005859375,94647,1,27,2,"DL","SEA","ATL",642,619,-23,2305,2259,-6
"1110",1109,32.896800994873,-97.0380020141602,94657,1,27,2,"AA","SEA","DFW",527,523,-4,2350,2349,-1
"1111",1110,25.7931995391846,-80.2906036376953,94659,1,27,2,"AA","SEA","MIA",826,835,9,2355,2356,1
"1112",1111,44.8819999695,-93.2218017578,94668,1,28,3,"DL","SEA","MSP",606,553,-13,55,50,-5
"1113",1112,32.896800994873,-97.0380020141602,94724,1,28,3,"AA","SEA","DFW",1150,1116,-34,559,544,-15
"1114",1113,40.7883987426758,-111.977996826172,94759,1,28,3,"DL","SEA","SLC",859,840,-19,600,554,-6
"1115",1114,42.2123985290527,-83.353401184082,94787,1,28,3,"DL","SEA","DTW",1312,1253,-19,600,555,-5
"1116",1115,33.6366996765137,-84.4281005859375,94853,1,28,3,"DL","SEA","ATL",1357,1358,1,620,619,-1
"1117",1116,40.63980103,-73.77890015,94977,1,28,3,"AA","SEA","JFK",1517,1450,-27,700,653,-7
"1118",1117,32.896800994873,-97.0380020141602,94984,1,28,3,"AA","SEA","DFW",1249,1240,-9,700,655,-5
"1119",1118,44.8819999695,-93.2218017578,95050,1,28,3,"DL","SEA","MSP",1226,1204,-22,707,703,-4
"1120",1119,40.63980103,-73.77890015,95063,1,28,3,"DL","SEA","JFK",1522,1459,-23,712,703,-9
"1121",1120,40.7883987426758,-111.977996826172,95136,1,28,3,"DL","SEA","SLC",1025,1015,-10,725,724,-1
"1122",1121,21.3187007904053,-157.921997070312,95292,1,28,3,"DL","SEA","HNL",1222,1231,9,805,805,0
"1123",1122,32.896800994873,-97.0380020141602,95465,1,28,3,"AA","SEA","DFW",1435,1418,-17,848,848,0
"1124",1123,41.97859955,-87.90480042,95480,1,28,3,"AA","SEA","ORD",1447,1437,-10,851,845,-6
"1125",1124,44.8819999695,-93.2218017578,95537,1,28,3,"DL","SEA","MSP",1421,1401,-20,905,901,-4
"1126",1125,33.6366996765137,-84.4281005859375,95545,1,28,3,"DL","SEA","ATL",1650,1633,-17,909,907,-2
"1127",1126,42.2123985290527,-83.353401184082,95663,1,28,3,"DL","SEA","DTW",1654,1643,-11,942,940,-2
"1128",1127,40.7883987426758,-111.977996826172,95801,1,28,3,"DL","SEA","SLC",1315,1315,0,1023,1023,0
"1129",1128,40.63980103,-73.77890015,95992,1,28,3,"DL","SEA","JFK",1920,1919,-1,1115,1107,-8
"1130",1129,32.896800994873,-97.0380020141602,96031,1,28,3,"AA","SEA","DFW",1711,1701,-10,1128,1120,-8
"1131",1130,61.1744003295898,-149.996002197266,96108,1,28,3,"DL","SEA","ANC",1423,1431,8,1145,1150,5
"1132",1131,33.6366996765137,-84.4281005859375,96262,1,28,3,"DL","SEA","ATL",2001,1949,-12,1220,1220,0
"1133",1132,33.94250107,-118.4079971,96316,1,28,3,"DL","SEA","LAX",1505,1533,28,1233,1231,-2
"1134",1133,44.8819999695,-93.2218017578,96401,1,28,3,"DL","SEA","MSP",1821,1802,-19,1300,1259,-1
"1135",1134,40.7883987426758,-111.977996826172,96476,1,28,3,"DL","SEA","SLC",1614,1623,9,1320,1321,1
"1136",1135,42.2123985290527,-83.353401184082,96593,1,28,3,"DL","SEA","DTW",2049,2044,-5,1350,1347,-3
"1137",1136,20.8985996246338,-156.429992675781,96630,1,28,3,"DL","SEA","OGG",1802,1842,40,1359,1412,13
"1138",1137,32.896800994873,-97.0380020141602,96671,1,28,3,"AA","SEA","DFW",1950,1944,-6,1406,1402,-4
"1139",1138,33.6366996765137,-84.4281005859375,96730,1,28,3,"DL","SEA","ATL",2206,2143,-23,1427,1421,-6
